,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
41,47,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
42,57,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
43,62,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
44,8,8,Non-Competitive,50% to 75%,Optimum rate,Optimum rate,Optimum rate,Optimum rate
45,35,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
46,48,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
47,48,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
48,50,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
49,23,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
50,50,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
51,30,8,Competitive,76% to 99%,Optimum rate,Current rate,Optimum rate,Optimum rate
52,41,3,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
53,32,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
54,33,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
55,34,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
56,25,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
57,11,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
58,14,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
59,22,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
60,41,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
61,59,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
62,27,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
63,14,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
64,31,4,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
65,63,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
66,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
67,26,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
68,40,9,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
69,16,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
70,33,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
71,12,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
72,32,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
73,16,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
74,7,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
75,62,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
76,4,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
77,31,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
78,34,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
79,36,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
80,42,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
81,16,8,Equally Competitive & Non-Competitive,76% to 99%,Optimum rate,Expected rate,Optimum rate,Optimum rate
82,29,3,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
83,49,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
84,64,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
85,61,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
86,43,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
87,4,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
88,61,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
89,7,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
90,5,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
91,61,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
92,25,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
93,21,3,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
94,15,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
95,31,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
96,25,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
97,58,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
98,32,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
99,11,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
