,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
86,64,4,Competitive,<50%,Medium,Low,Low,Low
87,39,8,Competitive,50% to 100%,High,Low,Medium,Low
88,15,4,Competitive,<50%,Medium,Low,Low,Low
89,6,3,Competitive,<50%,Medium,Low,Low,Low
90,38,7,Competitive,<50%,High,Low,Low,Low
91,35,0,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
92,25,7,Equal Competitive & Non-Competitive,50% to 100%,High,Medium,Medium,Medium
93,54,9,Non-Competitive,<50%,High,High,Low,Low
94,42,6,Competitive,<50%,Medium,Low,Low,Low
95,37,7,Competitive,<50%,High,Low,Low,Low
96,22,7,Competitive,<50%,High,Low,Low,Low
97,5,5,Competitive,<50%,Medium,Low,Low,Low
98,31,9,Equal Competitive & Non-Competitive,50% to 100%,High,Medium,Medium,Medium
99,42,8,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
