,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
43,22,0,Competitive,50% to 100%,Low,Low,Medium,Low
44,21,2,Competitive,<50%,Medium,Low,Low,Low
45,36,0,Competitive,<50%,Low,Low,Low,Low
46,20,7,Equal Competitive & Non-Competitive,50% to 100%,High,Medium,Medium,Medium
47,61,0,Competitive,<50%,Low,Low,Low,Low
48,7,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
49,5,7,Competitive,<50%,High,Low,Low,Low
50,55,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
51,13,0,Competitive,<50%,Low,Low,Low,Low
52,23,0,Non-Competitive,<50%,Low,High,Low,Low
53,51,5,Competitive,<50%,Medium,Low,Low,Low
54,51,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
55,19,0,Competitive,<50%,Low,Low,Low,Low
56,22,5,Competitive,50% to 100%,Medium,Low,Medium,Low
57,37,0,Competitive,<50%,Low,Low,Low,Low
58,36,2,Competitive,Equal,Medium,Low,High,Low
59,6,6,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
60,57,6,Competitive,<50%,Medium,Low,Low,Low
61,25,4,Competitive,<50%,Medium,Low,Low,Low
62,33,0,Competitive,<50%,Low,Low,Low,Low
63,16,5,Competitive,<50%,Medium,Low,Low,Low
64,48,8,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
65,55,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
66,26,4,Competitive,<50%,Medium,Low,Low,Low
67,6,3,Competitive,<50%,Medium,Low,Low,Low
68,35,6,Competitive,<50%,Medium,Low,Low,Low
69,54,7,Competitive,<50%,High,Low,Low,Low
70,12,0,Competitive,<50%,Low,Low,Low,Low
71,50,6,Competitive,<50%,Medium,Low,Low,Low
72,47,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
73,4,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
74,33,3,Competitive,<50%,Medium,Low,Low,Low
75,53,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
76,7,1,Competitive,<50%,Low,Low,Low,Low
77,40,6,Competitive,50% to 100%,Medium,Low,Medium,Low
78,64,3,Competitive,<50%,Medium,Low,Low,Low
79,19,0,Competitive,50% to 100%,Low,Low,Medium,Low
80,55,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
81,45,1,Competitive,<50%,Low,Low,Low,Low
82,57,1,Competitive,<50%,Low,Low,Low,Low
83,57,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
84,12,0,Non-Competitive,<50%,Low,High,Low,Low
85,45,4,Competitive,<50%,Medium,Low,Low,Low
86,53,6,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
87,18,9,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
88,35,4,Non-Competitive,<50%,Medium,High,Low,Low
89,65,4,Competitive,<50%,Medium,Low,Low,Low
90,37,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
91,20,4,Non-Competitive,<50%,Medium,High,Low,Low
92,58,4,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
93,12,6,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
94,20,9,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
95,58,9,Competitive,<50%,High,Low,Low,Low
96,44,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
97,53,2,Competitive,<50%,Medium,Low,Low,Low
98,56,7,Competitive,<50%,High,Low,Low,Low
99,55,5,Competitive,<50%,Medium,Low,Low,Low
