,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
60,41,6,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
61,41,1,Competitive,<50%,Current rate,Current rate,Current participation rate,Medium
62,15,8,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Medium
63,50,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Medium
64,27,5,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
65,37,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Medium
66,58,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Medium
67,10,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Medium
68,58,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Medium
69,30,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
70,22,1,Non-Competitive,Equal,Current rate,Optimum rate,Optimum participation rate,Medium
71,4,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
72,58,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Medium
73,33,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Medium
74,39,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
75,18,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
76,18,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
77,58,5,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
78,27,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Medium
79,45,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
80,5,8,Equally Competitive & Non-Competitive,Equal,Optimum rate,Expected rate,Optimum participation rate,Medium
81,5,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
82,38,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
83,51,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
84,22,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Medium
85,27,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
86,33,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
87,38,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Medium
88,47,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Medium
89,32,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Medium
90,53,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
91,30,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Medium
92,23,1,Competitive,<50%,Current rate,Current rate,Current participation rate,Medium
93,29,4,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Medium
94,38,5,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Medium
95,47,5,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Medium
96,47,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Medium
97,12,1,Competitive,<50%,Current rate,Current rate,Current participation rate,Medium
98,14,0,Competitive,Equal,Current rate,Current rate,Optimum participation rate,Medium
99,31,0,Competitive,<50%,Current rate,Current rate,Current participation rate,Medium
