,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
69,49,4,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
70,11,5,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
71,37,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
72,49,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
73,18,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
74,22,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
75,4,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
76,23,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
77,16,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
78,59,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
79,28,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
80,38,3,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
81,11,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
82,41,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
83,56,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,49,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
85,10,5,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
86,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
87,22,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
88,48,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
89,40,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
90,56,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
91,9,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
92,28,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
93,26,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
94,23,2,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
95,58,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
96,7,3,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
97,62,6,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
98,50,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
99,56,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
