,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
73,32,1,Competitive,<50%,Low,Low,Low,Low
74,31,0,Competitive,<50%,Low,Low,Low,Low
75,21,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
76,37,1,Competitive,<50%,Low,Low,Low,Low
77,6,0,Competitive,<50%,Low,Low,Low,Low
78,57,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
79,53,3,Competitive,<50%,Medium,Low,Low,Low
80,20,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
81,56,8,Competitive,<50%,High,Low,Low,Low
82,12,0,Competitive,Equal,Low,Low,High,Low
83,56,3,Competitive,<50%,Medium,Low,Low,Low
84,48,4,Competitive,<50%,Medium,Low,Low,Low
85,14,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
86,53,2,Competitive,<50%,Medium,Low,Low,Low
87,30,5,Competitive,Equal,Medium,Low,High,Medium
88,49,0,Competitive,<50%,Low,Low,Low,Low
89,8,1,Competitive,<50%,Low,Low,Low,Low
90,51,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
91,36,0,Competitive,<50%,Low,Low,Low,Low
92,55,0,Non-Competitive,<50%,Low,High,Low,Low
93,18,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
94,44,1,Competitive,<50%,Low,Low,Low,Low
95,49,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
96,23,4,Competitive,<50%,Medium,Low,Low,Low
97,7,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Medium
98,54,1,Non-Competitive,50% to 100%,Low,High,Medium,Medium
99,35,2,Competitive,<50%,Medium,Low,Low,Low
