,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
50,16,5,Competitive,Equal,Medium,Low,High,Low
51,35,3,Non-Competitive,<50%,Medium,Medium,Low,Low
52,20,6,Non-Competitive,Equal,Medium,Medium,High,Medium
53,34,4,Competitive,50% to 100%,Medium,Low,Medium,Low
54,17,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
55,7,8,Competitive,Equal,High,Low,High,Low
56,35,5,Competitive,50% to 100%,Medium,Low,Medium,Low
57,49,2,Non-Competitive,<50%,Medium,Medium,Low,Low
58,30,2,Competitive,Equal,Medium,Low,High,Low
59,43,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
60,37,2,Competitive,<50%,Medium,Low,Low,Low
61,55,1,Non-Competitive,<50%,Low,Medium,Low,Low
62,47,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
63,27,1,Competitive,<50%,Low,Low,Low,Low
64,65,3,Competitive,50% to 100%,Medium,Low,Medium,Low
65,23,8,Competitive,50% to 100%,High,Low,Medium,Low
66,42,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
67,7,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
68,6,3,Competitive,<50%,Medium,Low,Low,Low
69,25,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
70,23,6,Competitive,50% to 100%,Medium,Low,Medium,Low
71,57,2,Non-Competitive,<50%,Medium,Medium,Low,Low
72,56,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Low
73,56,6,Competitive,50% to 100%,Medium,Low,Medium,Low
74,34,2,Non-Competitive,Equal,Medium,Medium,High,Medium
75,49,2,Competitive,<50%,Medium,Low,Low,Low
76,16,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
77,42,3,Competitive,<50%,Medium,Low,Low,Low
78,48,1,Competitive,50% to 100%,Low,Low,Medium,Low
79,52,1,Competitive,<50%,Low,Low,Low,Low
80,15,4,Competitive,<50%,Medium,Low,Low,Low
81,10,9,Competitive,<50%,High,Low,Low,Low
82,54,3,Competitive,<50%,Medium,Low,Low,Low
83,21,3,Competitive,<50%,Medium,Low,Low,Low
84,52,0,Competitive,50% to 100%,Low,Low,Medium,Low
85,45,6,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
86,35,9,Competitive,<50%,High,Low,Low,Low
87,25,5,Non-Competitive,<50%,Medium,Medium,Low,Low
88,12,9,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
89,55,4,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
90,21,6,Non-Competitive,<50%,Medium,Medium,Low,Low
91,57,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
92,15,1,Competitive,50% to 100%,Low,Low,Medium,Low
93,28,1,Non-Competitive,<50%,Low,Medium,Low,Low
94,42,5,Competitive,Equal,Medium,Low,High,Low
95,38,8,Non-Competitive,<50%,High,Medium,Low,Low
96,60,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
97,50,3,Competitive,<50%,Medium,Low,Low,Low
98,42,1,Competitive,<50%,Low,Low,Low,Low
99,18,1,Competitive,<50%,Low,Low,Low,Low
