,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
66,60,9,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
67,51,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
68,54,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
69,11,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
70,54,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
71,48,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
72,31,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
73,4,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
74,27,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
75,58,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
76,37,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
77,51,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
78,61,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
79,62,3,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
80,23,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
81,28,9,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
82,48,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
83,9,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,28,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
85,28,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
86,4,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
87,33,8,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
88,45,8,Competitive,Equal,Optimum rate,Current rate,Optimum rate,Optimum rate
89,61,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
90,39,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
91,5,4,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
92,22,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
93,12,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
94,62,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
95,17,8,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
96,50,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
97,7,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
98,47,8,Competitive,Equal,Optimum rate,Current rate,Optimum rate,Optimum rate
99,7,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
