,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
42,29,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
43,54,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
44,27,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
45,54,0,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
46,48,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
47,44,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
48,19,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,34,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
50,61,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
51,20,0,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
52,51,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
53,43,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
54,13,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
55,39,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
56,42,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
57,19,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
58,39,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
59,24,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
60,8,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
61,52,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
62,61,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
63,12,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
64,21,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
65,47,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
66,27,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
67,13,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
68,4,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
69,63,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
70,8,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
71,26,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
72,42,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
73,36,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
74,4,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
75,20,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,42,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,25,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
78,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
79,29,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
80,22,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
81,9,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
82,53,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
83,23,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
84,25,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
85,54,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
86,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
87,40,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
88,60,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
89,28,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
90,39,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
91,35,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
92,45,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
93,58,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
94,26,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
95,10,1,Equally Competitive & Non-Competitive,Equal,Current rate,Expected rate,Optimum rate,Expected rate
96,25,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
97,55,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
98,43,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
99,34,0,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
