,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
48,12,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
49,19,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
50,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
51,14,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
52,10,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
53,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
54,13,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
55,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
56,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
57,12,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
58,15,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
59,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
60,17,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
61,18,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
62,11,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
63,19,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
64,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
65,19,8,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
66,14,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
67,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
68,11,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
69,12,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
70,12,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
71,10,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
72,14,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
73,14,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
74,11,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
75,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,11,2,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
78,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
79,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
80,12,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
81,13,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
82,14,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
83,19,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,17,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
85,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
86,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
87,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
88,13,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
89,19,7,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
90,16,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
91,10,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
92,18,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
93,14,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
94,16,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
95,19,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
96,19,1,Non-Competitive,76% to 99%,Current rate,Optimum rate,Optimum rate,Optimum rate
97,10,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
98,19,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
99,15,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
