,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
34,11,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
35,13,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
36,10,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
37,19,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
38,17,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
39,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
40,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
41,15,0,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
42,15,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
43,10,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
44,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
45,16,3,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
46,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
47,14,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,14,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
50,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
51,13,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
52,11,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
53,18,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
54,12,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
55,14,3,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
56,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
57,17,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
58,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
59,13,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
60,15,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
61,10,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
62,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
63,15,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
64,16,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
65,13,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
66,11,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
67,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
68,11,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
69,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
70,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
71,12,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
72,19,4,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
73,12,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
74,10,0,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
75,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,12,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
77,18,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
78,18,4,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
79,15,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
80,15,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
81,17,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
82,13,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
83,11,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
84,15,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
85,12,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
86,14,0,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
87,17,0,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
88,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
89,11,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
90,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
91,13,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
92,11,4,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
93,17,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
94,19,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
95,18,2,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
96,14,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
97,11,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
98,16,8,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
99,13,7,Non-Competitive,Equal,Optimum rate,Optimum rate,Optimum rate,Optimum rate
