,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
21,59,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
22,16,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
23,11,6,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
24,6,9,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
25,47,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
26,62,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
27,26,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
28,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
29,50,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
30,65,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
31,5,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
32,52,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,13,3,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
34,27,6,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
35,23,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
36,31,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
37,29,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
38,28,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
39,22,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
40,4,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
41,55,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
42,44,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
43,52,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
44,59,6,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
45,16,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
46,19,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
47,42,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,56,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,10,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
50,30,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
51,26,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
52,23,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
53,37,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
54,37,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
55,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,7,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
57,50,8,Non-Competitive,76% to 99%,Optimum rate,Optimum rate,Optimum rate,Optimum rate
58,43,5,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
59,21,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
60,63,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
61,23,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
62,55,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
63,65,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
64,52,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
65,26,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
66,34,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
67,36,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
68,45,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
69,51,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
70,6,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
71,25,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
72,39,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
73,11,1,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
74,53,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
75,22,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
76,48,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
77,8,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
78,55,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
79,51,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
80,40,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
81,64,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
82,7,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
83,35,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
84,10,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
85,64,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
86,21,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
87,20,6,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
88,62,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
89,13,8,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
90,29,5,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
91,58,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
92,36,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
93,47,6,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
94,50,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
95,47,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
96,52,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
97,47,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
98,64,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
99,51,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
