,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
69,23,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
70,46,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
71,61,4,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
72,51,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
73,30,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
74,33,6,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
75,54,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
76,19,3,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
77,57,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
78,37,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
79,19,4,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
80,10,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
81,44,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
82,44,4,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
83,41,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
84,28,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
85,47,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
86,35,8,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
87,28,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
88,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
89,64,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
90,20,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
91,4,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
92,62,7,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
93,17,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
94,10,6,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
95,27,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
96,38,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
97,62,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
98,65,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
99,19,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
