,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
49,24,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
50,51,7,Equally Competitive & Non-Competitive,76% to 99%,Optimum rate,Expected rate,Optimum rate,Optimum rate
51,15,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
52,63,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
53,8,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
54,54,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
55,12,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
56,54,1,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
57,49,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
58,41,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
59,58,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
60,51,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
61,54,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
62,6,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
63,49,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
64,15,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
65,43,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
66,29,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
67,15,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
68,32,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
69,4,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
70,21,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
71,39,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
72,64,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
73,17,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
74,4,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
75,5,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
76,23,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
77,48,3,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
78,21,1,Equally Competitive & Non-Competitive,76% to 99%,Current rate,Expected rate,Optimum rate,Expected rate
79,45,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
80,10,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
81,32,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
82,42,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
83,15,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
84,24,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
85,47,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
86,55,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
87,47,4,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
88,16,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
89,44,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
90,57,3,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
91,47,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
92,43,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
93,39,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
94,18,9,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
95,26,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
96,41,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
97,39,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
98,44,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
99,9,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
