,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
68,63,4,Competitive,<50%,Medium,Low,Low,Low
73,52,5,Competitive,<50%,Medium,Low,Low,Low
94,58,5,Competitive,<50%,Medium,Low,Low,Low
31,65,6,Competitive,<50%,Medium,Low,Low,Low
2,36,7,Competitive,<50%,High,Low,Low,Low
34,60,7,Competitive,<50%,High,Low,Low,Low
53,21,8,Competitive,<50%,High,Low,Low,Low
27,34,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
30,29,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
35,15,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
42,60,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
61,56,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
10,37,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
37,24,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
45,21,2,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
6,19,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
13,33,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
17,41,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
28,51,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
84,28,3,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
99,25,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
38,32,5,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
93,25,7,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
88,29,8,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
97,21,8,Equal Competitive & Non-Competitive,<50%,High,Medium,Low,Low
11,9,0,Non-Competitive,<50%,Low,High,Low,Low
51,35,0,Non-Competitive,<50%,Low,High,Low,Low
24,47,1,Non-Competitive,<50%,Low,High,Low,Low
52,28,1,Non-Competitive,<50%,Low,High,Low,Low
32,17,2,Non-Competitive,<50%,Medium,High,Low,Low
55,55,2,Non-Competitive,<50%,Medium,High,Low,Low
95,47,3,Non-Competitive,<50%,Medium,High,Low,Low
18,5,8,Non-Competitive,<50%,High,High,Low,Low
50,53,0,Competitive,50% to 100%,Low,Low,Medium,Low
56,33,0,Competitive,50% to 100%,Low,Low,Medium,Low
25,15,1,Competitive,50% to 100%,Low,Low,Medium,Low
78,22,1,Competitive,50% to 100%,Low,Low,Medium,Low
79,41,1,Competitive,50% to 100%,Low,Low,Medium,Low
16,21,2,Competitive,50% to 100%,Medium,Low,Medium,Low
77,51,2,Competitive,50% to 100%,Medium,Low,Medium,Low
12,24,6,Competitive,50% to 100%,Medium,Low,Medium,Low
40,58,6,Competitive,50% to 100%,Medium,Low,Medium,Low
41,41,6,Competitive,50% to 100%,Medium,Low,Medium,Low
3,4,0,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
81,26,0,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
83,28,0,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
22,52,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
23,10,1,Equal Competitive & Non-Competitive,50% to 100%,Low,Medium,Medium,Low
72,18,3,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
76,33,3,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
49,56,2,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
54,5,2,Non-Competitive,50% to 100%,Medium,High,Medium,Medium
26,44,0,Competitive,Equal,Low,Low,High,Low
0,25,2,Competitive,Equal,Medium,Low,High,Low
62,39,0,Equal Competitive & Non-Competitive,Equal,Low,Medium,High,Low
