,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
62,19,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
63,19,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
64,12,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
65,17,7,Non-Competitive,<50%,Optimum rate,Optimum rate,Current rate,Optimum rate
66,17,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
67,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
68,16,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
69,14,4,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
70,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
71,16,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
72,18,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
73,12,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
74,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
75,13,0,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
76,10,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
77,13,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
78,11,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
79,17,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
80,18,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
81,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
82,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
83,10,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
84,14,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
85,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
86,18,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
87,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
88,17,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
89,13,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
90,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
91,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
92,13,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
93,16,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
94,14,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
95,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
96,12,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
97,11,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
98,15,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
99,17,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
