,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
28,32,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
29,43,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
30,6,2,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
31,26,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
32,57,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,60,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
34,48,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
35,41,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
36,25,3,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
37,28,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
38,13,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
39,34,6,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
40,29,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
41,20,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
42,55,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
43,28,2,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
44,31,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
45,56,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
46,10,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
47,10,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
48,39,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
49,55,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
50,40,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
51,55,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
52,17,2,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
53,60,5,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
54,33,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
55,21,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,54,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
57,8,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
58,26,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
59,5,7,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
60,11,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
61,28,3,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
62,63,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
63,30,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
64,48,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
65,39,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
66,37,5,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
67,35,4,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
68,26,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
69,31,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
70,20,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
71,24,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
72,28,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
73,48,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
74,6,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
75,52,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
76,24,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,46,2,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
78,45,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
79,38,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
80,35,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
81,60,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
82,32,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
83,28,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
84,13,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
85,18,9,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
86,20,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
87,32,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
88,18,4,Non-Competitive,76% to 99%,Expected rate,Optimum rate,Optimum rate,Optimum rate
89,22,4,Competitive,76% to 99%,Expected rate,Current rate,Optimum rate,Expected rate
90,47,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
91,62,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
92,5,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
93,32,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
94,38,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
95,20,3,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
96,19,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
97,10,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
98,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
99,26,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
