,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
58,14,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
59,14,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
60,13,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
61,18,6,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
62,17,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
63,16,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
64,11,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
65,11,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
66,12,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
67,16,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
68,16,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
69,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
70,17,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
71,10,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
72,15,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
73,13,0,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
74,13,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
75,17,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,16,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
77,19,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
78,17,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
79,15,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
80,15,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
81,10,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
82,19,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
83,14,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,12,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
85,18,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
86,17,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
87,12,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
88,12,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
89,12,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
90,14,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
91,16,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
92,12,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
93,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
94,15,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
95,18,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
96,10,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
97,18,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
98,14,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
99,19,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
