,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
30,10,9,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
31,34,2,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
32,62,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
33,31,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
34,27,5,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
35,5,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
36,31,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
37,56,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
38,28,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
39,4,5,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
40,4,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
41,31,1,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
42,19,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
43,22,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
44,28,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
45,46,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
46,62,4,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
47,37,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,10,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,12,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
50,9,5,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
51,40,5,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
52,32,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
53,13,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
54,17,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
55,40,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,25,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
57,19,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
58,7,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
59,24,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
60,65,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
61,28,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
62,51,5,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
63,26,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
64,36,9,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
65,35,2,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
66,6,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
67,50,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
68,30,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
69,20,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
70,45,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
71,63,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
72,40,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
73,36,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
74,12,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
75,25,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
76,7,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
77,7,9,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
78,4,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
79,53,0,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
80,65,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
81,31,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
82,34,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
83,13,9,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
84,54,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
85,37,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
86,63,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
87,4,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
88,62,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
89,62,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
90,43,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
91,27,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
92,44,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
93,4,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
94,4,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
95,34,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
96,19,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
97,22,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
98,46,3,Equally Competitive & Non-Competitive,Equal,Expected rate,Expected rate,Optimum rate,Expected rate
99,29,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
