,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
84,10,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
85,8,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
86,62,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
87,33,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
88,52,3,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
89,38,8,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
90,27,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
91,34,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
92,54,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
93,5,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
94,42,3,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
95,26,3,Equally Competitive & Non-Competitive,76% to 99%,Expected rate,Expected rate,Optimum rate,Expected rate
96,40,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
97,18,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
98,8,0,Non-Competitive,50% to 75%,Current rate,Optimum rate,Optimum rate,Optimum rate
99,25,9,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
