,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
80,21,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
81,45,1,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
82,32,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
83,30,8,Competitive,<50%,High,Low,Low,Low
84,27,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
85,41,1,Competitive,<50%,Low,Low,Low,Low
86,55,2,Competitive,<50%,Medium,Low,Low,Low
87,43,8,Competitive,50% to 100%,High,Low,Medium,Low
88,34,6,Competitive,<50%,Medium,Low,Low,Low
89,22,0,Equal Competitive & Non-Competitive,<50%,Low,Medium,Low,Low
90,21,8,Competitive,<50%,High,Low,Low,Low
91,26,4,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
92,52,0,Competitive,<50%,Low,Low,Low,Low
93,24,6,Equal Competitive & Non-Competitive,<50%,Medium,Medium,Low,Low
94,54,2,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
95,10,1,Competitive,<50%,Low,Low,Low,Low
96,5,5,Equal Competitive & Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
97,50,9,Non-Competitive,<50%,High,High,Low,Low
98,36,7,Non-Competitive,50% to 100%,High,High,Medium,High
99,15,7,Competitive,<50%,High,Low,Low,Low
