,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
57,55,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
58,52,1,Non-Competitive,<50%,Low,Medium,Low,Low
59,6,1,Non-Competitive,<50%,Low,Medium,Low,Low
60,14,8,Competitive,<50%,High,Low,Low,Low
61,32,2,Non-Competitive,<50%,Medium,Medium,Low,Low
62,25,5,Non-Competitive,<50%,Medium,Medium,Low,Low
63,17,7,Non-Competitive,<50%,High,Medium,Low,Low
64,7,0,Competitive,<50%,Low,Low,Low,Low
65,32,9,Competitive,<50%,High,Low,Low,Low
66,10,5,Competitive,<50%,Medium,Low,Low,Low
67,10,8,Non-Competitive,<50%,High,Medium,Low,Low
68,59,5,Competitive,<50%,Medium,Low,Low,Low
69,41,7,Competitive,<50%,High,Low,Low,Low
70,52,1,Competitive,<50%,Low,Low,Low,Low
71,13,0,Non-Competitive,<50%,Low,Medium,Low,Low
72,8,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
73,4,7,Non-Competitive,<50%,High,Medium,Low,Low
74,47,9,Non-Competitive,<50%,High,Medium,Low,Low
75,30,2,Competitive,50% to 100%,Medium,Low,Medium,Low
76,30,1,Competitive,50% to 100%,Low,Low,Medium,Low
77,6,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
78,26,5,Non-Competitive,Equal,Medium,Medium,High,Medium
79,60,2,Competitive,<50%,Medium,Low,Low,Low
80,32,8,Competitive,<50%,High,Low,Low,Low
81,40,1,Competitive,<50%,Low,Low,Low,Low
82,62,5,Non-Competitive,<50%,Medium,Medium,Low,Low
83,28,0,Competitive,<50%,Low,Low,Low,Low
84,65,0,Competitive,<50%,Low,Low,Low,Low
85,53,2,Competitive,<50%,Medium,Low,Low,Low
86,51,3,Non-Competitive,<50%,Medium,Medium,Low,Low
87,24,4,Competitive,50% to 100%,Medium,Low,Medium,Low
88,32,4,Non-Competitive,<50%,Medium,Medium,Low,Low
89,32,5,Competitive,<50%,Medium,Low,Low,Low
90,10,8,Competitive,<50%,High,Low,Low,Low
91,25,10,Non-Competitive,<50%,High,Medium,Low,Low
92,36,7,Competitive,50% to 100%,High,Low,Medium,Low
93,28,8,Competitive,<50%,High,Low,Low,Low
94,9,10,Competitive,<50%,High,Low,Low,Low
95,57,0,Competitive,<50%,Low,Low,Low,Low
96,52,4,Non-Competitive,<50%,Medium,Medium,Low,Low
97,6,0,Non-Competitive,<50%,Low,Medium,Low,Low
98,47,2,Competitive,50% to 100%,Medium,Low,Medium,Low
99,14,7,Competitive,50% to 100%,High,Low,Medium,Low
