,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
37,40,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
38,25,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
39,5,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
40,31,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
41,22,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
42,28,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
43,5,0,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
44,43,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
45,18,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
46,32,2,Non-Competitive,Equal,Expected rate,Optimum rate,Optimum rate,Optimum rate
47,51,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,42,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,33,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
50,47,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
51,28,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
52,36,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
53,27,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
54,31,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
55,32,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,27,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
57,9,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
58,34,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
59,13,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
60,45,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
61,10,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
62,21,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
63,20,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
64,25,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
65,33,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
66,43,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
67,32,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
68,5,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
69,11,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
70,16,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
71,35,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
72,56,0,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
73,13,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
74,57,1,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
75,63,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,45,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
77,48,1,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
78,39,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
79,46,3,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
80,32,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
81,42,4,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
82,7,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
83,18,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,35,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
85,17,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
86,26,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
87,18,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
88,50,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
89,12,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
90,26,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
91,41,1,Equally Competitive & Non-Competitive,Equal,Current rate,Expected rate,Optimum rate,Expected rate
92,41,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
93,7,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
94,34,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
95,46,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
96,26,0,Non-Competitive,<50%,Current rate,Optimum rate,Current rate,Current rate
97,63,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
98,28,5,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
99,60,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
