,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
57,62,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
58,38,1,Equally Competitive & Non-Competitive,Equal,Current rate,Expected rate,Optimum participation rate,Expected rate
59,32,5,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
60,4,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
61,53,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Expected rate
62,19,0,Competitive,<50%,Current rate,Current rate,Current participation rate,Current rate
63,19,9,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current participation rate,Expected rate
64,33,2,Competitive,Equal,Expected rate,Current rate,Optimum participation rate,Expected rate
65,40,1,Non-Competitive,Equal,Current rate,Optimum rate,Optimum participation rate,Expected rate
66,29,5,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
67,44,7,Competitive,Equal,Optimum rate,Current rate,Optimum participation rate,Expected rate
68,44,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
69,42,5,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
70,65,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
71,16,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
72,10,2,Competitive,Equal,Expected rate,Current rate,Optimum participation rate,Expected rate
73,53,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Expected rate
74,22,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
75,23,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
76,54,1,Competitive,<50%,Current rate,Current rate,Current participation rate,Current rate
77,47,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
78,39,9,Competitive,<50%,Optimum rate,Current rate,Current participation rate,Expected rate
79,24,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
80,25,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
81,24,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
82,26,1,Non-Competitive,50% to 100%,Current rate,Optimum rate,Expected rate,Expected rate
83,64,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
84,36,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
85,39,6,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
86,52,1,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
87,40,0,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current participation rate,Expected rate
88,7,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
89,21,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current participation rate,Expected rate
90,55,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
91,61,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Expected rate
92,64,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
93,18,2,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
94,29,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current participation rate,Expected rate
95,34,8,Non-Competitive,50% to 100%,Optimum rate,Optimum rate,Expected rate,Optimum rate
96,36,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
97,65,3,Competitive,<50%,Expected rate,Current rate,Current participation rate,Expected rate
98,7,3,Equally Competitive & Non-Competitive,50% to 100%,Expected rate,Expected rate,Expected rate,Expected rate
99,23,8,Competitive,<50%,Optimum rate,Current rate,Current participation rate,Expected rate
