,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
53,54,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
54,6,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
55,18,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
56,8,0,Competitive,50% to 100%,Current rate,Current rate,Expected rate,Current rate
57,52,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
58,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
59,15,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
60,51,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
61,16,5,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
62,35,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
63,29,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
64,65,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
65,28,1,Competitive,Equal,Current rate,Current rate,Optimum rate,Current rate
66,36,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
67,21,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
68,32,8,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
69,65,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
70,43,7,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
71,12,5,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
72,54,9,Competitive,Equal,Optimum rate,Current rate,Optimum rate,Optimum rate
73,28,8,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
74,33,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
75,34,0,Equally Competitive & Non-Competitive,50% to 100%,Current rate,Expected rate,Expected rate,Expected rate
76,24,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
77,43,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
78,32,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
79,21,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
80,31,3,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
81,39,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
82,42,2,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
83,47,9,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
84,56,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
85,8,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
86,61,4,Non-Competitive,50% to 100%,Expected rate,Optimum rate,Expected rate,Expected rate
87,61,2,Competitive,Equal,Expected rate,Current rate,Optimum rate,Expected rate
88,40,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
89,43,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
90,59,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
91,49,6,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
92,41,2,Competitive,50% to 100%,Expected rate,Current rate,Expected rate,Expected rate
93,6,8,Competitive,50% to 100%,Optimum rate,Current rate,Expected rate,Expected rate
94,49,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
95,16,9,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
96,28,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
97,57,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
98,25,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
99,64,7,Equally Competitive & Non-Competitive,50% to 100%,Optimum rate,Expected rate,Expected rate,Expected rate
