,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
50,58,8,Competitive,50% to 100%,High,Low,Medium,Low
51,32,0,Non-Competitive,<50%,Low,Medium,Low,Low
52,53,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
53,63,8,Competitive,<50%,High,Low,Low,Low
54,40,4,Non-Competitive,Equal,Medium,Medium,High,Medium
55,6,4,Competitive,50% to 100%,Medium,Low,Medium,Low
56,8,10,Competitive,<50%,High,Low,Low,Low
57,25,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
58,30,9,Competitive,<50%,High,Low,Low,Low
59,23,7,Competitive,<50%,High,Low,Low,Low
60,18,6,Competitive,<50%,Medium,Low,Low,Low
61,40,7,Non-Competitive,<50%,High,Medium,Low,Low
62,35,6,Non-Competitive,<50%,Medium,Medium,Low,Low
63,16,10,Competitive,<50%,High,Low,Low,Low
64,58,5,Competitive,<50%,Medium,Low,Low,Low
65,4,4,Competitive,<50%,Medium,Low,Low,Low
66,12,5,Competitive,<50%,Medium,Low,Low,Low
67,48,4,Competitive,<50%,Medium,Low,Low,Low
68,11,2,Competitive,<50%,Medium,Low,Low,Low
69,34,3,Competitive,<50%,Medium,Low,Low,Low
70,57,2,Competitive,50% to 100%,Medium,Low,Medium,Low
71,14,2,Competitive,<50%,Medium,Low,Low,Low
72,62,8,Competitive,<50%,High,Low,Low,Low
73,54,6,Competitive,<50%,Medium,Low,Low,Low
74,62,4,Competitive,50% to 100%,Medium,Low,Medium,Low
75,54,2,Competitive,50% to 100%,Medium,Low,Medium,Low
76,17,5,Competitive,50% to 100%,Medium,Low,Medium,Low
77,7,4,Competitive,<50%,Medium,Low,Low,Low
78,40,2,Competitive,<50%,Medium,Low,Low,Low
79,18,6,Competitive,<50%,Medium,Low,Low,Low
80,45,8,Competitive,Equal,High,Low,High,Low
81,33,6,Competitive,50% to 100%,Medium,Low,Medium,Low
82,19,5,Non-Competitive,<50%,Medium,Medium,Low,Low
83,7,10,Competitive,<50%,High,Low,Low,Low
84,54,7,Competitive,<50%,High,Low,Low,Low
85,12,2,Competitive,50% to 100%,Medium,Low,Medium,Low
86,12,8,Competitive,50% to 100%,High,Low,Medium,Low
87,21,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
88,14,10,Non-Competitive,<50%,High,Medium,Low,Low
89,38,3,Competitive,<50%,Medium,Low,Low,Low
90,45,8,Competitive,<50%,High,Low,Low,Low
91,10,6,Competitive,50% to 100%,Medium,Low,Medium,Low
92,62,0,Competitive,<50%,Low,Low,Low,Low
93,8,5,Non-Competitive,<50%,Medium,Medium,Low,Low
94,45,2,Competitive,<50%,Medium,Low,Low,Low
95,55,10,Competitive,<50%,High,Low,Low,Low
96,37,10,Competitive,50% to 100%,High,Low,Medium,Low
97,51,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
98,21,1,Competitive,<50%,Low,Low,Low,Low
99,10,3,Competitive,<50%,Medium,Low,Low,Low
