,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
46,10,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
47,10,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
48,18,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
49,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
50,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
51,19,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
52,16,5,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
53,16,7,Equally Competitive & Non-Competitive,<50%,Optimum rate,Expected rate,Current rate,Expected rate
54,19,9,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
55,19,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
56,15,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
57,15,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
58,18,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
59,10,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
60,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
61,14,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
62,16,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
63,14,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
64,12,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
65,10,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
66,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
67,19,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
68,17,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
69,14,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
70,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
71,14,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
72,16,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
73,18,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
74,14,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
75,15,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
76,14,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
77,18,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
78,15,5,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
79,19,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
80,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
81,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
82,14,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
83,12,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
84,11,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
85,14,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
86,16,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
87,19,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
88,17,7,Competitive,<50%,Optimum rate,Current rate,Current rate,Current rate
89,17,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
90,13,4,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
91,10,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
92,19,4,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
93,13,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
94,13,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
95,15,3,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
96,12,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
97,18,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
98,17,6,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
99,19,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
