,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
32,37,2,Competitive,<50%,Medium,Low,Low,Low
33,47,3,Competitive,50% to 100%,Medium,Low,Medium,Medium
34,50,1,Competitive,<50%,Low,Low,Low,Low
35,40,7,Non-Competitive,<50%,High,Medium,Low,Medium
36,21,6,Competitive,<50%,Medium,Low,Low,Low
37,54,6,Non-Competitive,<50%,Medium,Medium,Low,Medium
38,33,4,Non-Competitive,<50%,Medium,Medium,Low,Medium
39,61,3,Non-Competitive,<50%,Medium,Medium,Low,Medium
40,25,1,Competitive,50% to 100%,Low,Low,Medium,Low
41,63,4,Non-Competitive,Equal,Medium,Medium,High,Medium
42,41,6,Competitive,50% to 100%,Medium,Low,Medium,Medium
43,16,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
44,49,2,Non-Competitive,Equal,Medium,Medium,High,Medium
45,18,4,Competitive,<50%,Medium,Low,Low,Low
46,24,5,Competitive,<50%,Medium,Low,Low,Low
47,44,2,Competitive,<50%,Medium,Low,Low,Low
48,55,8,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
49,36,1,Competitive,Equal,Low,Low,High,Low
50,59,4,Competitive,50% to 100%,Medium,Low,Medium,Medium
51,20,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
52,63,9,Competitive,50% to 100%,High,Low,Medium,Medium
53,37,5,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
54,14,5,Non-Competitive,<50%,Medium,Medium,Low,Medium
55,50,7,Non-Competitive,<50%,High,Medium,Low,Medium
56,50,1,Competitive,Equal,Low,Low,High,Low
57,38,3,Non-Competitive,Equal,Medium,Medium,High,Medium
58,31,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
59,24,2,Non-Competitive,<50%,Medium,Medium,Low,Medium
60,60,2,Non-Competitive,<50%,Medium,Medium,Low,Medium
61,11,1,Non-Competitive,50% to 100%,Low,Medium,Medium,Medium
62,6,2,Competitive,<50%,Medium,Low,Low,Low
63,5,1,Non-Competitive,<50%,Low,Medium,Low,Low
64,51,7,Non-Competitive,<50%,High,Medium,Low,Medium
65,41,2,Non-Competitive,Equal,Medium,Medium,High,Medium
66,29,7,Competitive,<50%,High,Low,Low,Low
67,43,2,Non-Competitive,<50%,Medium,Medium,Low,Medium
68,20,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
69,65,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
70,6,7,Non-Competitive,Equal,High,Medium,High,High
71,8,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
72,51,2,Competitive,<50%,Medium,Low,Low,Low
73,16,0,Non-Competitive,<50%,Low,Medium,Low,Low
74,8,7,Competitive,Equal,High,Low,High,High
75,48,7,Non-Competitive,50% to 100%,High,Medium,Medium,Medium
76,4,4,Competitive,<50%,Medium,Low,Low,Low
77,9,1,Competitive,50% to 100%,Low,Low,Medium,Low
78,30,1,Competitive,50% to 100%,Low,Low,Medium,Low
79,14,6,Competitive,<50%,Medium,Low,Low,Low
80,17,2,Competitive,<50%,Medium,Low,Low,Low
81,61,5,Non-Competitive,<50%,Medium,Medium,Low,Medium
82,60,3,Competitive,50% to 100%,Medium,Low,Medium,Medium
83,21,6,Competitive,<50%,Medium,Low,Low,Low
84,43,3,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
85,14,7,Non-Competitive,<50%,High,Medium,Low,Medium
86,44,7,Non-Competitive,<50%,High,Medium,Low,Medium
87,5,3,Competitive,<50%,Medium,Low,Low,Low
88,59,6,Competitive,<50%,Medium,Low,Low,Low
89,49,4,Competitive,<50%,Medium,Low,Low,Low
90,58,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
91,24,2,Competitive,Equal,Medium,Low,High,Medium
92,44,7,Competitive,Equal,High,Low,High,High
93,19,6,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
94,6,2,Competitive,<50%,Medium,Low,Low,Low
95,27,7,Non-Competitive,<50%,High,Medium,Low,Medium
96,8,7,Competitive,<50%,High,Low,Low,Low
97,58,2,Competitive,50% to 100%,Medium,Low,Medium,Medium
98,45,2,Competitive,<50%,Medium,Low,Low,Low
99,20,2,Non-Competitive,50% to 100%,Medium,Medium,Medium,Medium
