,Age,Role Models,Competitiveness,Access compared to Male counterparts,Role Model category,Competitiveness category,Access Category,Participation rate
65,50,2,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
66,7,0,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
67,33,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
68,39,5,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
69,55,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
70,58,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
71,31,7,Equally Competitive & Non-Competitive,50% to 75%,Optimum rate,Expected rate,Optimum rate,Optimum rate
72,14,4,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
73,58,4,Equally Competitive & Non-Competitive,50% to 75%,Expected rate,Expected rate,Optimum rate,Expected rate
74,21,1,Equally Competitive & Non-Competitive,50% to 75%,Current rate,Expected rate,Optimum rate,Expected rate
75,48,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
76,62,3,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
77,9,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
78,26,1,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
79,4,0,Competitive,<50%,Current rate,Current rate,Current rate,Current rate
80,52,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
81,11,7,Competitive,50% to 75%,Optimum rate,Current rate,Optimum rate,Optimum rate
82,27,5,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
83,61,6,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
84,61,2,Non-Competitive,50% to 75%,Expected rate,Optimum rate,Optimum rate,Optimum rate
85,47,1,Equally Competitive & Non-Competitive,<50%,Current rate,Expected rate,Current rate,Current rate
86,35,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
87,14,9,Competitive,76% to 99%,Optimum rate,Current rate,Optimum rate,Optimum rate
88,53,2,Competitive,<50%,Expected rate,Current rate,Current rate,Current rate
89,21,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
90,61,2,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
91,21,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
92,44,1,Competitive,50% to 75%,Current rate,Current rate,Optimum rate,Current rate
93,65,3,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
94,47,1,Competitive,76% to 99%,Current rate,Current rate,Optimum rate,Current rate
95,18,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
96,32,6,Equally Competitive & Non-Competitive,<50%,Expected rate,Expected rate,Current rate,Expected rate
97,4,4,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
98,4,2,Non-Competitive,<50%,Expected rate,Optimum rate,Current rate,Expected rate
99,52,2,Competitive,50% to 75%,Expected rate,Current rate,Optimum rate,Expected rate
